Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,Site,Transect,section,sexe,LC
565,5,7,2012,Bcomeau,,,,,,I5,1,3,f,67,,,,,,,,,,,,,,,,,
566,5,7,2012,Bcomeau,,,,,,I5,1,3,i,10,,,,,,,,,,,,,,,,,
567,5,7,2012,Bcomeau,,,,,,I5,1,3,m,25,,,,,,,,,,,,,,,,,
568,5,7,2012,Bcomeau,,,,,,I5,1,3,i,13,,,,,,,,,,,,,,,,,
569,5,7,2012,Bcomeau,,,,,,I5,1,3,f,37,,,,,,,,,,,,,,,,,
570,5,7,2012,Bcomeau,,,,,,I5,1,3,i,12,,,,,,,,,,,,,,,,,
571,5,7,2012,Bcomeau,,,,,,I5,1,4,f,30,,,,,,,,,,,,,,,,,
572,5,7,2012,Bcomeau,,,,,,I5,1,4,f,33,,,,,,,,,,,,,,,,,
573,5,7,2012,Bcomeau,,,,,,I5,1,4,f,40,,,,,,,,,,,,,,,,,
574,5,7,2012,Bcomeau,,,,,,I5,1,4,i,15,,,,,,,,,,,,,,,,,
575,5,7,2012,Bcomeau,,,,,,I5,1,4,i,16,,,,,,,,,,,,,,,,,
576,5,7,2012,Bcomeau,,,,,,I5,1,4,i,12,,,,,,,,,,,,,,,,,
577,5,7,2012,Bcomeau,,,,,,I5,1,4,i,16,,,,,,,,,,,,,,,,,
578,5,7,2012,Bcomeau,,,,,,I5,1,5,i,12,,,,,,,,,,,,,,,,,
579,5,7,2012,Bcomeau,,,,,,I5,1,5,i,14,,,,,,,,,,,,,,,,,
580,5,7,2012,Bcomeau,,,,,,I5,1,5,f,24,,,,,,,,,,,,,,,,,
581,5,7,2012,Bcomeau,,,,,,I5,1,5,m,25,,,,,,,,,,,,,,,,,
582,5,7,2012,Bcomeau,,,,,,I5,1,5,i,12,,,,,,,,,,,,,,,,,
583,5,7,2012,Bcomeau,,,,,,I5,1,5,i,13,,,,,,,,,,,,,,,,,
584,5,7,2012,Bcomeau,,,,,,I5,1,5,i,12,,,,,,,,,,,,,,,,,
585,5,7,2012,Bcomeau,,,,,,I5,1,6,m,28,,,,,,,,,,,,,,,,,
586,5,7,2012,Bcomeau,,,,,,I5,1,6,b1,70,,,,,,,,,,,,,,,,,
587,5,7,2012,Bcomeau,,,,,,I5,1,7,i,12,,,,,,,,,,,,,,,,,
588,5,7,2012,Bcomeau,,,,,,I5,1,7,f,48,,,,,,,,,,,,,,,,,
589,5,7,2012,Bcomeau,,,,,,I5,1,8,m,20,,,,,,,,,,,,,,,,,
590,5,7,2012,Bcomeau,,,,,,I5,1,8,i,12,,,,,,,,,,,,,,,,,
591,5,7,2012,Bcomeau,,,,,,I5,1,9,m,73,,,,,,,,,,,,,,,,,
592,5,7,2012,Bcomeau,,,,,,I5,1,9,m,60,,,,,,,,,,,,,,,,,
593,5,7,2012,Bcomeau,,,,,,I5,1,9,f,26,,,,,,,,,,,,,,,,,
594,5,7,2012,Bcomeau,,,,,,I5,1,9,m,46,,,,,,,,,,,,,,,,,
595,5,7,2012,Bcomeau,,,,,,I5,1,9,f,33,,,,,,,,,,,,,,,,,
596,5,7,2012,Bcomeau,,,,,,I5,1,10,f,29,,,,,,,,,,,,,,,,,
597,5,7,2012,Bcomeau,,,,,,I5,1,10,f,62,,,,,,,,,,,,,,,,,
598,5,7,2012,Bcomeau,,,,,,I5,1,11,m,81,,,,,,,,,,,,,,,,,
599,5,7,2012,Bcomeau,,,,,,I5,1,11,b1,73,,,,,,,,,,,,,,,,,
600,5,7,2012,Rvienneau,,,,,,I5,2,1,f,61,,,,,,,,,,,,,,,,,
601,5,7,2012,Rvienneau,,,,,,I5,2,1,i,12,,,,,,,,,,,,,,,,,
602,5,7,2012,Rvienneau,,,,,,I5,2,1,m,22,,,,,,,,,,,,,,,,,
603,5,7,2012,Rvienneau,,,,,,I5,2,2,m,42,,,,,,,,,,,,,,,,,
604,5,7,2012,Rvienneau,,,,,,I5,2,2,m,20,,,,,,,,,,,,,,,,,
605,5,7,2012,Rvienneau,,,,,,I5,2,3,m,71,,,,,,,,,,,,,,,,,
606,5,7,2012,Rvienneau,,,,,,I5,2,3,m,55,,,,,,,,,,,,,,,,,
607,5,7,2012,Rvienneau,,,,,,I5,2,3,f,56,,,,,,,,,,,,,,,,,
608,5,7,2012,Rvienneau,,,,,,I5,2,3,f,53,,,,,,,,,,,,,,,,,
609,5,7,2012,Rvienneau,,,,,,I5,2,4,m,76,,,,,,,,,,,,,,,,,
610,5,7,2012,Rvienneau,,,,,,I5,2,4,f,27,,,,,,,,,,,,,,,,,
611,5,7,2012,Rvienneau,,,,,,I5,2,4,m,41,,,,,,,,,,,,,,,,,
612,5,7,2012,Rvienneau,,,,,,I5,2,4,i,10,,,,,,,,,,,,,,,,,
613,5,7,2012,Rvienneau,,,,,,I5,2,5,,,,,,,,,,,,,,,,,,,
614,5,7,2012,Rvienneau,,,,,,I5,2,6,f,87,,,,,,,,,,,,,,,,,
615,5,7,2012,Rvienneau,,,,,,I5,2,6,f,53,,,,,,,,,,,,,,,,,
616,5,7,2012,Rvienneau,,,,,,I5,2,6,f,31,,,,,,,,,,,,,,,,,
617,5,7,2012,Rvienneau,,,,,,I5,2,6,f,24,,,,,,,,,,,,,,,,,
618,5,7,2012,Rvienneau,,,,,,I5,2,6,m,37,,,,,,,,,,,,,,,,,
619,5,7,2012,Rvienneau,,,,,,I5,2,6,i,12,,,,,,,,,,,,,,,,,
620,5,7,2012,Rvienneau,,,,,,I5,2,7,f,70,,,,,,,,,,,,,,,,,
621,5,7,2012,Rvienneau,,,,,,I5,2,7,f,20,,,,,,,,,,,,,,,,,
622,5,7,2012,Rvienneau,,,,,,I5,2,7,i,8,,,,,,,,,,,,,,,,,
623,5,7,2012,Rvienneau,,,,,,I5,2,7,m,58,,,,,,,,,,,,,,,,,
624,5,7,2012,Rvienneau,,,,,,I5,2,7,m,24,,,,,,,,,,,,,,,,,
625,5,7,2012,Rvienneau,,,,,,I5,2,7,f,40,,,,,,,,,,,,,,,,,
626,5,7,2012,Rvienneau,,,,,,I5,2,8,m,35,,,,,,,,,,,,,,,,,
627,5,7,2012,Rvienneau,,,,,,I5,2,8,i,8,,,,,,,,,,,,,,,,,
628,5,7,2012,Rvienneau,,,,,,I5,2,8,f,46,,,,,,,,,,,,,,,,,
629,5,7,2012,Rvienneau,,,,,,I5,2,8,f,37,,,,,,,,,,,,,,,,,
630,5,7,2012,Rvienneau,,,,,,I5,2,8,m,43,,,,,,,,,,,,,,,,,
631,5,7,2012,Rvienneau,,,,,,I5,2,8,f,33,,,,,,,,,,,,,,,,,
632,5,7,2012,Rvienneau,,,,,,I5,2,8,f,21,,,,,,,,,,,,,,,,,
633,5,7,2012,Rvienneau,,,,,,I5,2,9,f,51,,,,,,,,,,,,,,,,,
634,5,7,2012,Rvienneau,,,,,,I5,2,9,i,8,,,,,,,,,,,,,,,,,
635,5,7,2012,Rvienneau,,,,,,I5,2,10,f,45,,,,,,,,,,,,,,,,,
636,5,7,2012,Rvienneau,,,,,,I5,2,10,i,10,,,,,,,,,,,,,,,,,
637,5,7,2012,Rvienneau,,,,,,I5,2,11,i,12,,,,,,,,,,,,,,,,,
638,5,7,2012,Rvienneau,,,,,,I5,2,11,m,20,,,,,,,,,,,,,,,,,
639,5,7,2012,Rvienneau,,,,,,I5,2,12,f,55,,,,,,,,,,,,,,,,,
640,5,7,2012,Rvienneau,,,,,,I5,2,12,f,60,,,,,,,,,,,,,,,,,
641,5,7,2012,Rvienneau,,,,,,I5,2,12,i,15,,,,,,,,,,,,,,,,,
642,5,7,2012,Rvienneau,,,,,,I5,2,21,m,24,,,,,,,,,,,,,,,,,
643,5,7,2012,Rvienneau,,,,,,I5,2,12,i,12,,,,,,,,,,,,,,,,,
644,5,7,2012,Rvienneau,,,,,,I5,2,13,f,58,,,,,,,,,,,,,,,,,
645,5,7,2012,Rvienneau,,,,,,I5,2,13,f,33,,,,,,,,,,,,,,,,,
646,5,7,2012,Rvienneau,,,,,,I5,2,13,i,15,,,,,,,,,,,,,,,,,
647,5,7,2012,Rvienneau,,,,,,I5,2,14,m,22,,,,,,,,,,,,,,,,,
648,5,7,2012,Rvienneau,,,,,,I5,2,14,m,20,,,,,,,,,,,,,,,,,
649,5,7,2012,Rvienneau,,,,,,I5,2,15,m,35,,,,,,,,,,,,,,,,,
650,5,7,2012,Rvienneau,,,,,,I5,2,15,m,22,,,,,,,,,,,,,,,,,
651,5,7,2012,Rvienneau,,,,,,I5,2,15,f,25,,,,,,,,,,,,,,,,,
652,5,7,2012,Rvienneau,,,,,,I5,2,15,f,33,,,,,,,,,,,,,,,,,
653,5,7,2012,Rvienneau,,,,,,I5,2,15,f,50,,,,,,,,,,,,,,,,,
654,5,7,2012,Rvienneau,,,,,,I5,2,15,m,20,,,,,,,,,,,,,,,,,
655,5,7,2012,Rvienneau,,,,,,I5,2,16,m,70,,,,,,,,,,,,,,,,,
656,5,7,2012,Rvienneau,,,,,,I5,2,16,f,55,,,,,,,,,,,,,,,,,
657,5,7,2012,Rvienneau,,,,,,I5,2,16,m,53,,,,,,,,,,,,,,,,,
658,5,7,2012,Rvienneau,,,,,,I5,2,16,m,85,,,,,,,,,,,,,,,,,
659,5,7,2012,Rvienneau,,,,,,I5,2,16,f,43,,,,,,,,,,,,,,,,,
660,5,7,2012,Rdoucette,,,,,,I5,2,1,m,65,,,,,,,,,,,,,,,,,
661,5,7,2012,Rdoucette,,,,,,I5,2,1,i,13,,,,,,,,,,,,,,,,,
662,5,7,2012,Rdoucette,,,,,,I5,2,1,f,56,,,,,,,,,,,,,,,,,
663,5,7,2012,Rdoucette,,,,,,I5,2,1,i,10,,,,,,,,,,,,,,,,,
664,5,7,2012,Rdoucette,,,,,,I5,2,2,f,60,,,,,,,,,,,,,,,,,
665,5,7,2012,Rdoucette,,,,,,I5,2,3,i,13,,,,,,,,,,,,,,,,,
666,5,7,2012,Rdoucette,,,,,,I5,2,3,m,58,,,,,,,,,,,,,,,,,
667,5,7,2012,Rdoucette,,,,,,I5,2,3,m,28,,,,,,,,,,,,,,,,,
668,5,7,2012,Rdoucette,,,,,,I5,2,3,i,10,,,,,,,,,,,,,,,,,
669,5,7,2012,Rdoucette,,,,,,I5,2,4,m,65,,,,,,,,,,,,,,,,,
670,5,7,2012,Rdoucette,,,,,,I5,2,4,m,69,,,,,,,,,,,,,,,,,
671,5,7,2012,Rdoucette,,,,,,I5,2,4,m,52,,,,,,,,,,,,,,,,,
672,5,7,2012,Rdoucette,,,,,,I5,2,5,m,26,,,,,,,,,,,,,,,,,
673,5,7,2012,Rdoucette,,,,,,I5,2,5,m,45,,,,,,,,,,,,,,,,,
674,5,7,2012,Rdoucette,,,,,,I5,2,5,f,73,,,,,,,,,,,,,,,,,
675,5,7,2012,Rdoucette,,,,,,I5,2,6,m,62,,,,,,,,,,,,,,,,,
676,5,7,2012,Rdoucette,,,,,,I5,2,6,m,33,,,,,,,,,,,,,,,,,
677,5,7,2012,Rdoucette,,,,,,I5,2,6,f,45,,,,,,,,,,,,,,,,,
678,5,7,2012,Rdoucette,,,,,,I5,2,6,f,23,,,,,,,,,,,,,,,,,
679,5,7,2012,Rdoucette,,,,,,I5,2,7,m,56,,,,,,,,,,,,,,,,,
680,5,7,2012,Rdoucette,,,,,,I5,2,7,m,65,,,,,,,,,,,,,,,,,
681,5,7,2012,Rdoucette,,,,,,I5,2,7,i,14,,,,,,,,,,,,,,,,,
682,5,7,2012,Rdoucette,,,,,,I5,2,8,i,12,,,,,,,,,,,,,,,,,
683,5,7,2012,Rdoucette,,,,,,I5,2,8,m,42,,,,,,,,,,,,,,,,,
684,5,7,2012,Rdoucette,,,,,,I5,2,8,f,56,,,,,,,,,,,,,,,,,
685,5,7,2012,Rdoucette,,,,,,I5,2,8,m,28,,,,,,,,,,,,,,,,,
686,5,7,2012,Rdoucette,,,,,,I5,2,9,f,27,,,,,,,,,,,,,,,,,
687,5,7,2012,Rdoucette,,,,,,I5,2,9,f,66,,,,,,,,,,,,,,,,,
688,5,7,2012,Rdoucette,,,,,,I5,2,9,f,24,,,,,,,,,,,,,,,,,
689,5,7,2012,Rdoucette,,,,,,I5,2,10,f,63,,,,,,,,,,,,,,,,,
690,5,7,2012,Rdoucette,,,,,,I5,2,10,i,16,,,,,,,,,,,,,,,,,
691,5,7,2012,Rdoucette,,,,,,I5,2,10,f,30,,,,,,,,,,,,,,,,,
692,5,7,2012,Rdoucette,,,,,,I5,2,10,m,35,,,,,,,,,,,,,,,,,
693,5,7,2012,Rdoucette,,,,,,I5,2,10,m,53,,,,,,,,,,,,,,,,,
694,5,7,2012,Rdoucette,,,,,,I5,2,11,f,28,,,,,,,,,,,,,,,,,
695,5,7,2012,Rdoucette,,,,,,I5,2,11,m,45,,,,,,,,,,,,,,,,,
696,5,7,2012,Rdoucette,,,,,,I5,2,11,m,81,,,,,,,,,,,,,,,,,
697,5,7,2012,Rdoucette,,,,,,I5,2,12,f,23,,,,,,,,,,,,,,,,,
698,5,7,2012,Rdoucette,,,,,,I5,2,12,f,65,,,,,,,,,,,,,,,,,
699,5,7,2012,Rdoucette,,,,,,I5,2,12,i,13,,,,,,,,,,,,,,,,,
700,5,7,2012,Rdoucette,,,,,,I5,2,12,m,38,,,,,,,,,,,,,,,,,
701,5,7,2012,Rdoucette,,,,,,I5,2,13,f,59,,,,,,,,,,,,,,,,,
702,5,7,2012,Rdoucette,,,,,,I5,2,13,m,70,,,,,,,,,,,,,,,,,
703,5,7,2012,Rdoucette,,,,,,I5,2,13,m,28,,,,,,,,,,,,,,,,,
704,5,7,2012,Rdoucette,,,,,,I5,2,13,i,15,,,,,,,,,,,,,,,,,
705,5,7,2012,Rdoucette,,,,,,I5,2,13,f,36,,,,,,,,,,,,,,,,,
706,5,7,2012,Rdoucette,,,,,,I5,2,14,m,84,,,,,,,,,,,,,,,,,
707,5,7,2012,Rdoucette,,,,,,I5,2,14,m,41,,,,,,,,,,,,,,,,,
708,5,7,2012,Rdoucette,,,,,,I5,2,14,m,81,,,,,,,,,,,,,,,,,
709,5,7,2012,Rdoucette,,,,,,I5,2,14,f,40,,,,,,,,,,,,,,,,,
710,5,7,2012,Rdoucette,,,,,,I5,2,14,f,62,,,,,,,,,,,,,,,,,
711,5,7,2012,Rdoucette,,,,,,I5,2,14,i,12,,,,,,,,,,,,,,,,,
712,5,7,2012,Rdoucette,,,,,,I5,2,15,i,10,,,,,,,,,,,,,,,,,
713,5,7,2012,Rdoucette,,,,,,I5,2,15,i,12,,,,,,,,,,,,,,,,,
714,5,7,2012,Rdoucette,,,,,,I5,2,15,i,13,,,,,,,,,,,,,,,,,
715,5,7,2012,Rdoucette,,,,,,I5,2,15,f,60,,,,,,,,,,,,,,,,,
716,5,7,2012,Rdoucette,,,,,,I5,2,16,i,16,,,,,,,,,,,,,,,,,
717,5,7,2012,Rdoucette,,,,,,I5,2,16,m,23,,,,,,,,,,,,,,,,,
718,5,7,2012,Rdoucette,,,,,,I5,2,16,i,12,,,,,,,,,,,,,,,,,
719,5,7,2012,Rdoucette,,,,,,I5,2,16,m,35,,,,,,,,,,,,,,,,,
720,5,7,2012,Rdoucette,,,,,,I5,2,17,f,46,,,,,,,,,,,,,,,,,
721,5,7,2012,Rdoucette,,,,,,I5,2,17,m,30,,,,,,,,,,,,,,,,,
722,5,7,2012,Mcomeau,,,,,,I5,3,1,m,83,,,,,,,,,,,,,,,,,
723,5,7,2012,Mcomeau,,,,,,I5,3,1,m,26,,,,,,,,,,,,,,,,,
724,5,7,2012,Mcomeau,,,,,,I5,3,1,f,65,,,,,,,,,,,,,,,,,
725,5,7,2012,Mcomeau,,,,,,I5,3,1,m,37,,,,,,,,,,,,,,,,,
726,5,7,2012,Mcomeau,,,,,,I5,3,1,i,13,,,,,,,,,,,,,,,,,
727,5,7,2012,Mcomeau,,,,,,I5,3,2,m,72,,,,,,,,,,,,,,,,,
728,5,7,2012,Mcomeau,,,,,,I5,3,2,i,16,,,,,,,,,,,,,,,,,
729,5,7,2012,Mcomeau,,,,,,I5,3,3,m,31,,,,,,,,,,,,,,,,,
730,5,7,2012,Mcomeau,,,,,,I5,3,3,f,75,,,,,,,,,,,,,,,,,
731,5,7,2012,Mcomeau,,,,,,I5,3,3,m,34,,,,,,,,,,,,,,,,,
732,5,7,2012,Mcomeau,,,,,,I5,3,3,i,13,,,,,,,,,,,,,,,,,
733,5,7,2012,Mcomeau,,,,,,I5,3,3,i,12,,,,,,,,,,,,,,,,,
734,5,7,2012,Mcomeau,,,,,,I5,3,4,i,13,,,,,,,,,,,,,,,,,
735,5,7,2012,Mcomeau,,,,,,I5,3,4,i,13,,,,,,,,,,,,,,,,,
736,5,7,2012,Mcomeau,,,,,,I5,3,4,i,13,,,,,,,,,,,,,,,,,
737,5,7,2012,Mcomeau,,,,,,I5,3,4,m,23,,,,,,,,,,,,,,,,,
738,5,7,2012,Mcomeau,,,,,,I5,3,5,m,72,,,,,,,,,,,,,,,,,
739,5,7,2012,Mcomeau,,,,,,I5,3,5,i,13,,,,,,,,,,,,,,,,,
740,5,7,2012,Mcomeau,,,,,,I5,3,5,m,57,,,,,,,,,,,,,,,,,
741,5,7,2012,Mcomeau,,,,,,I5,3,6,i,13,,,,,,,,,,,,,,,,,
742,5,7,2012,Mcomeau,,,,,,I5,3,6,i,15,,,,,,,,,,,,,,,,,
743,5,7,2012,Mcomeau,,,,,,I5,3,6,i,13,,,,,,,,,,,,,,,,,
744,5,7,2012,Mcomeau,,,,,,I5,3,6,i,13,,,,,,,,,,,,,,,,,
745,5,7,2012,Mcomeau,,,,,,I5,3,6,f,64,,,,,,,,,,,,,,,,,
746,5,7,2012,Mcomeau,,,,,,I5,3,6,m,30,,,,,,,,,,,,,,,,,
747,5,7,2012,Mcomeau,,,,,,I5,3,7,f,62,,,,,,,,,,,,,,,,,
748,5,7,2012,Mcomeau,,,,,,I5,3,7,i,14,,,,,,,,,,,,,,,,,
749,5,7,2012,Mcomeau,,,,,,I5,3,7,f,24,,,,,,,,,,,,,,,,,
750,5,7,2012,Mcomeau,,,,,,I5,3,7,f,40,,,,,,,,,,,,,,,,,
751,5,7,2012,Mcomeau,,,,,,I5,3,7,i,14,,,,,,,,,,,,,,,,,
752,5,7,2012,Mcomeau,,,,,,I5,3,7,m,22,,,,,,,,,,,,,,,,,
753,5,7,2012,Mcomeau,,,,,,I5,3,7,f,24,,,,,,,,,,,,,,,,,
754,5,7,2012,Mcomeau,,,,,,I5,3,8,i,12,,,,,,,,,,,,,,,,,
755,5,7,2012,Mcomeau,,,,,,I5,3,8,f,22,,,,,,,,,,,,,,,,,
756,5,7,2012,Mcomeau,,,,,,I5,3,8,f,48,,,,,,,,,,,,,,,,,
757,5,7,2012,Mcomeau,,,,,,I5,3,8,i,13,,,,,,,,,,,,,,,,,
758,5,7,2012,Mcomeau,,,,,,I5,3,8,f,23,,,,,,,,,,,,,,,,,
759,5,7,2012,Mcomeau,,,,,,I5,3,8,f,69,,,,,,,,,,,,,,,,,
760,5,7,2012,Mcomeau,,,,,,I5,3,8,i,12,,,,,,,,,,,,,,,,,
761,5,7,2012,Mcomeau,,,,,,I5,3,8,i,13,,,,,,,,,,,,,,,,,
762,5,7,2012,Mcomeau,,,,,,I5,3,8,i,12,,,,,,,,,,,,,,,,,
763,5,7,2012,Mcomeau,,,,,,I5,3,8,i,19,,,,,,,,,,,,,,,,,
764,5,7,2012,Mcomeau,,,,,,I5,3,9,f,75,,,,,,,,,,,,,,,,,
765,5,7,2012,Mcomeau,,,,,,I5,3,9,f,69,,,,,,,,,,,,,,,,,
766,5,7,2012,Mcomeau,,,,,,I5,3,9,m,37,,,,,,,,,,,,,,,,,
767,5,7,2012,Mcomeau,,,,,,I5,3,9,i,13,,,,,,,,,,,,,,,,,
768,5,7,2012,Mcomeau,,,,,,I5,3,9,m,28,,,,,,,,,,,,,,,,,
769,5,7,2012,Mcomeau,,,,,,I5,3,9,m,37,,,,,,,,,,,,,,,,,
770,5,7,2012,Mcomeau,,,,,,I5,3,9,m,23,,,,,,,,,,,,,,,,,
771,5,7,2012,Mcomeau,,,,,,I5,3,9,m,45,,,,,,,,,,,,,,,,,
772,5,7,2012,Mcomeau,,,,,,I5,3,11,m,20,,,,,,,,,,,,,,,,,
773,5,7,2012,Mcomeau,,,,,,I5,3,11,f,68,,,,,,,,,,,,,,,,,
774,5,7,2012,Mcomeau,,,,,,I5,3,11,m,72,,,,,,,,,,,,,,,,,
775,5,7,2012,Mcomeau,,,,,,I5,3,11,i,12,,,,,,,,,,,,,,,,,
776,5,7,2012,Mcomeau,,,,,,I5,3,11,m,40,,,,,,,,,,,,,,,,,
777,5,7,2012,Mcomeau,,,,,,I5,3,11,i,13,,,,,,,,,,,,,,,,,
778,5,7,2012,Mcomeau,,,,,,I5,3,11,i,13,,,,,,,,,,,,,,,,,
779,5,7,2012,Mcomeau,,,,,,I5,3,11,m,57,,,,,,,,,,,,,,,,,
780,5,7,2012,Mcomeau,,,,,,I5,3,12,f,48,,,,,,,,,,,,,,,,,
781,5,7,2012,Mcomeau,,,,,,I5,3,12,f,64,,,,,,,,,,,,,,,,,
782,5,7,2012,Mcomeau,,,,,,I5,3,12,m,22,,,,,,,,,,,,,,,,,
783,5,7,2012,Mcomeau,,,,,,I5,3,12,i,14,,,,,,,,,,,,,,,,,
784,5,7,2012,Mcomeau,,,,,,I5,3,12,i,13,,,,,,,,,,,,,,,,,
785,5,7,2012,Mcomeau,,,,,,I5,3,12,f,63,,,,,,,,,,,,,,,,,
786,5,7,2012,Mcomeau,,,,,,I5,3,12,m,20,,,,,,,,,,,,,,,,,
787,5,7,2012,Bcomeau,,,,,,I5,3,1,i,13,,,,,,,,,,,,,,,,,
788,5,7,2012,Bcomeau,,,,,,I5,3,1,m,55,,,,,,,,,,,,,,,,,
789,5,7,2012,Bcomeau,,,,,,I5,3,1,m,24,,,,,,,,,,,,,,,,,
790,5,7,2012,Bcomeau,,,,,,I5,3,2,i,12,,,,,,,,,,,,,,,,,
791,5,7,2012,Bcomeau,,,,,,I5,3,3,i,16,,,,,,,,,,,,,,,,,
792,5,7,2012,Bcomeau,,,,,,I5,3,3,f,65,,,,,,,,,,,,,,,,,
793,5,7,2012,Bcomeau,,,,,,I5,3,4,f,20,,,,,,,,,,,,,,,,,
794,5,7,2012,Bcomeau,,,,,,I5,3,4,f,51,,,,,,,,,,,,,,,,,
795,5,7,2012,Bcomeau,,,,,,I5,3,4,i,10,,,,,,,,,,,,,,,,,
796,5,7,2012,Bcomeau,,,,,,I5,3,4,i,12,,,,,,,,,,,,,,,,,
797,5,7,2012,Bcomeau,,,,,,I5,3,5,i,12,,,,,,,,,,,,,,,,,
798,5,7,2012,Bcomeau,,,,,,I5,3,5,i,12,,,,,,,,,,,,,,,,,
799,5,7,2012,Bcomeau,,,,,,I5,3,5,i,12,,,,,,,,,,,,,,,,,
800,5,7,2012,Bcomeau,,,,,,I5,3,6,m,65,,,,,,,,,,,,,,,,,
801,5,7,2012,Bcomeau,,,,,,I5,3,6,f,21,,,,,,,,,,,,,,,,,
802,5,7,2012,Bcomeau,,,,,,I5,3,6,i,16,,,,,,,,,,,,,,,,,
803,5,7,2012,Bcomeau,,,,,,I5,3,6,i,16,,,,,,,,,,,,,,,,,
804,5,7,2012,Bcomeau,,,,,,I5,3,7,m,72,,,,,,,,,,,,,,,,,
805,5,7,2012,Bcomeau,,,,,,I5,3,8,f,65,,,,,,,,,,,,,,,,,
806,5,7,2012,Bcomeau,,,,,,I5,3,8,i,13,,,,,,,,,,,,,,,,,
807,5,7,2012,Bcomeau,,,,,,I5,3,8,m,72,,,,,,,,,,,,,,,,,
808,5,7,2012,Bcomeau,,,,,,I5,3,9,f,21,,,,,,,,,,,,,,,,,
809,5,7,2012,Bcomeau,,,,,,I5,3,9,i,16,,,,,,,,,,,,,,,,,
810,5,7,2012,Bcomeau,,,,,,I5,3,9,m,45,,,,,,,,,,,,,,,,,
811,5,7,2012,Bcomeau,,,,,,I5,3,9,m,71,,,,,,,,,,,,,,,,,
812,5,7,2012,Bcomeau,,,,,,I5,3,9,m,21,,,,,,,,,,,,,,,,,
813,5,7,2012,Bcomeau,,,,,,I5,3,10,i,16,,,,,,,,,,,,,,,,,
814,5,7,2012,Bcomeau,,,,,,I5,3,10,m,73,,,,,,,,,,,,,,,,,
815,5,7,2012,Bcomeau,,,,,,I5,3,10,i,15,,,,,,,,,,,,,,,,,
816,5,7,2012,Bcomeau,,,,,,I5,3,10,m,66,,,,,,,,,,,,,,,,,
817,5,7,2012,Bcomeau,,,,,,I5,3,10,f,40,,,,,,,,,,,,,,,,,
818,5,7,2012,Bcomeau,,,,,,I5,3,10,i,15,,,,,,,,,,,,,,,,,
819,5,7,2012,Bcomeau,,,,,,I5,3,11,m,32,,,,,,,,,,,,,,,,,
820,5,7,2012,Bcomeau,,,,,,I5,3,11,m,35,,,,,,,,,,,,,,,,,
821,5,7,2012,Bcomeau,,,,,,I5,3,11,f,20,,,,,,,,,,,,,,,,,
822,5,7,2012,Bcomeau,,,,,,I5,3,12,f,70,,,,,,,,,,,,,,,,,
823,5,7,2012,Bcomeau,,,,,,I5,3,12,m,40,,,,,,,,,,,,,,,,,
824,5,7,2012,Bcomeau,,,,,,I5,3,12,i,15,,,,,,,,,,,,,,,,,
825,5,7,2012,Bcomeau,,,,,,I5,3,12,f,32,,,,,,,,,,,,,,,,,
826,5,7,2012,Bcomeau,,,,,,I5,3,12,i,12,,,,,,,,,,,,,,,,,
827,5,7,2012,Bcomeau,,,,,,I5,3,12,m,100,,,,,,,,,,,,,,,,,
828,5,7,2012,Bcomeau,,,,,,I5,3,12,f,44,,,,,,,,,,,,,,,,,
829,5,7,2012,Bcomeau,,,,,,I5,3,12,f,21,,,,,,,,,,,,,,,,,
830,5,7,2012,Bcomeau,,,,,,I5,3,12,b3,77,,,,,,,,,,,,,,,,,
831,5,7,2012,Gpaulin,,,,,,I5,4,1,m,20,,,,,,,,,,,,,,,,,
832,5,7,2012,Gpaulin,,,,,,I5,4,1,i,10,,,,,,,,,,,,,,,,,
833,5,7,2012,Gpaulin,,,,,,I5,4,1,m,25,,,,,,,,,,,,,,,,,
834,5,7,2012,Gpaulin,,,,,,I5,4,2,m,25,,,,,,,,,,,,,,,,,
835,5,7,2012,Gpaulin,,,,,,I5,4,2,i,18,,,,,,,,,,,,,,,,,
836,5,7,2012,Gpaulin,,,,,,I5,4,2,m,31,,,,,,,,,,,,,,,,,
837,5,7,2012,Gpaulin,,,,,,I5,4,2,i,15,,,,,,,,,,,,,,,,,
838,5,7,2012,Gpaulin,,,,,,I5,4,2,m,20,,,,,,,,,,,,,,,,,
839,5,7,2012,Gpaulin,,,,,,I5,4,2,m,42,,,,,,,,,,,,,,,,,
840,5,7,2012,Gpaulin,,,,,,I5,4,2,f,50,,,,,,,,,,,,,,,,,
841,5,7,2012,Gpaulin,,,,,,I5,4,2,i,12,,,,,,,,,,,,,,,,,
842,5,7,2012,Gpaulin,,,,,,I5,4,2,f,65,,,,,,,,,,,,,,,,,
843,5,7,2012,Gpaulin,,,,,,I5,4,2,f,24,,,,,,,,,,,,,,,,,
844,5,7,2012,Gpaulin,,,,,,I5,4,3,i,15,,,,,,,,,,,,,,,,,
845,5,7,2012,Gpaulin,,,,,,I5,4,3,m,22,,,,,,,,,,,,,,,,,
846,5,7,2012,Gpaulin,,,,,,I5,4,3,i,15,,,,,,,,,,,,,,,,,
847,5,7,2012,Gpaulin,,,,,,I5,4,3,f,21,,,,,,,,,,,,,,,,,
