Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Transect,Trans,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond,,
530,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,14,,,,0,0,1,0,0,1,Simple,,,,
531,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,15,,,,0,0,1,0,0,1,Simple,,,,
532,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,16,,,,0,0,1,0,0,1,Simple,,,,
533,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,17,,,,0,0,1,0,0,1,Simple,,,,
535,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,19,m,36,,0,0,1,0,0,1,Simple,,,,
536,22,8,2001,Glandry,4749.957,6506.926,4749.933,6507.004,33,GA2,12,20,f,56,,0,0,1,0,0,1,Simple,,,,
537,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,1,f,57,,0,0,1,0,0,1,Simple,,,,
538,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,2,m,70,,0,0,1,0,0,1,Simple,,,,
539,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,2,f,36,,0,0,1,0,0,1,Simple,,,,
540,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,3,f,60,,0,0,1,0,0,1,Simple,,,,
541,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,4,f,43,,0,0,1,0,0,1,Simple,,,,
542,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,5,,,,0,0,1,0,0,1,Simple,,,,
543,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,6,,,,0,0,1,0,0,1,Simple,,,,
544,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,7,m,45,,0,0,1,0,0,1,Simple,,,,
545,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,8,f,52,,0,0,1,0,0,1,Simple,,,,
546,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,8,f,68,,0,0,1,0,0,1,Simple,,,,
547,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,9,,,,0,0,1,0,0,1,Simple,,,,
548,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,10,f,30,,0,0,1,0,0,1,Simple,,,,
549,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,11,,,,0,0,1,0,0,1,Simple,,,,
550,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,12,f,40,,0,0,1,0,0,1,Simple,,,,
551,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,13,m,55,,0,0,1,0,0,1,Simple,,,,
552,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,13,m,77,,0,0,1,0,0,1,Simple,,,,
553,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,14,m,31,,0,0,1,0,0,1,Simple,,,,
554,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,15,m,68,,0,0,1,0,0,1,Simple,,,,
555,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,16,,,,0,0,1,0,0,1,Simple,,,,
556,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,17,f,28,,0,0,1,0,0,1,Simple,,,,
557,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,18,f,53,,0,0,1,0,0,1,Simple,,,,
558,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,18,m,71,,0,0,1,0,0,1,Simple,,,,
559,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,19,i,85,market,0,0,1,0,0,1,Simple,,,,
560,23,8,2001,Glandry,4749.625,6509.990,4749.626,6510.075,34,GA2,13,20,,,,0,0,1,0,0,1,Simple,,,,
561,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,1,m,90,,0,0,0,0,1,1,Simple,,,,
562,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,1,f,46,,0,0,0,0,1,1,Simple,,,,
563,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,2,f,46,,0,0,0,0,1,1,Simple,,,,
564,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,2,m,47,,0,0,0,0,1,1,Simple,,,,
565,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,3,f,50,,0,0,1,0,1,1,Simple,,,,
567,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,5,m,88,,0,0,0,0,1,1,Simple,,,,
569,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,7,f,52,,0,0,1,0,1,1,Simple,,,,
570,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,8,,,,0,0,1,0,0,1,Simple,,,,
571,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,9,b1,70,,0,0,1,0,1,1,Simple,,,,
572,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,9,f,45,,0,0,1,0,1,1,Simple,,,,
573,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,9,m,60,,0,0,1,0,1,1,Simple,,,,
574,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,9,f,73,,0,0,1,0,1,1,Simple,,,,
576,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,11,f,22,,0,0,1,0,1,1,Simple,,,,
577,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,11,f,69,,0,0,1,0,1,1,Simple,,,,
578,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,11,m,53,,0,0,1,0,1,1,Simple,,,,
579,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,12,I,73,canner,0,0,1,0,1,1,Simple,,,,
580,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,13,f,40,,0,0,1,0,1,1,Simple,,,,
581,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,13,f,28,,0,0,1,0,1,1,Simple,,,,
582,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,13,f,70,,0,0,1,0,1,1,Simple,,,,
583,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,14,,,,0,0,0,0,1,1,Simple,,,,
584,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,15,m,42,,0,0,0,0,1,1,Simple,,,,
585,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,15,m,52,,0,0,0,0,1,1,Simple,,,,
586,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,16,I,75,canner,0,0,0,0,1,1,Simple,,,,
588,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,18,f,79,,0,0,1,0,0,1,Simple,,,,
589,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,18,f,46,,0,0,1,0,0,1,Simple,,,,
591,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,20,f,44,,0,0,1,0,0,1,Simple,,,,
592,23,8,2001,Mcomeau,4749.625,6509.990,4749.626,6510.075,34,GA2,13,20,f,69,,0,0,1,0,0,1,Simple,,,,
593,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,1,f,45,,0,0,0,0,1,1,Simple,,,,
594,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,2,,,,0,0,0,0,1,1,Simple,,,,
595,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,3,f,42,,0,0,1,0,0,1,Simple,,,,
596,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,4,m,59,,0,0,1,0,0,0,Simple,,,,
599,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,7,f,68,,0,0,1,0,0,0,Simple,,,,
604,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,12,m,71,,0,0,1,0,0,1,Simple,,,,
605,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,13,f,66,,0,0,1,0,0,1,Simple,,,,
606,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,13,m,31,,0,0,1,0,0,1,Simple,,,,
607,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,13,m,69,,0,0,1,0,0,1,Simple,,,,
609,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,15,f,29,,0,0,1,0,0,0,Simple,,,,
610,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,16,f,59,,0,0,1,0,0,0,Simple,,,,
611,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,16,m,37,,0,0,1,0,0,0,Simple,,,,
614,23,8,2001,Bcomeau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,19,m,70,,0,0,0,0,1,1,Complexe,,,,
616,23,8,2001,Rvienneau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,1,,,,0,0,0,0,0,1,Simple,,,,
617,23,8,2001,Rvienneau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,2,,,,0,0,0,0,0,1,Simple,,,,
623,23,8,2001,Rvienneau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,8,f,58,,0,0,1,0,0,1,Simple,,,,
624,23,8,2001,Rvienneau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,8,m,59,,0,0,1,0,0,1,Simple,,,,
625,23,8,2001,Rvienneau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,8,i,52,±50,0,0,1,0,0,1,Simple,,,,
628,23,8,2001,Rvienneau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,11,m,45,,0,0,1,0,0,0,Simple,,,,
629,23,8,2001,Rvienneau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,12,,,,0,0,1,0,0,1,Simple,,,,
636,23,8,2001,Rvienneau,4749.623,6510.066,4749.613,6510.151,30,GA2,14,19,f,56,,0,0,1,0,0,1,Simple,,,,
639,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,2,f,109,,0,0,1,0,0,0,Simple,,,,
640,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,3,,,,0,0,0,0,1,0,Simple,,,,
641,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,4,f,54,,0,0,1,0,1,0,Simple,,,,
642,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,4,b1,78,,0,0,1,0,1,0,Simple,,,,
643,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,5,,,,0,0,1,0,0,0,Simple,,,,
644,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,6,f,28,,0,0,1,1,0,1,Simple,,,,
645,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,6,f,52,,0,0,1,1,0,1,Simple,,,,
646,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,7,m,31,,0,0,1,1,0,1,Simple,,,,
647,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,7,f,45,,0,0,1,1,0,1,Simple,,,,
650,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,10,,,,0,0,1,1,0,1,Simple,,,,
651,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,11,,,,0,0,1,0,0,1,Complexe,,,,
652,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,12,,,,0,0,0,0,1,0,Simple,,,,
653,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,13,f,71,,0,0,1,0,0,1,Simple,,,,
654,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,13,I,26,±25,0,0,1,0,0,0,Simple,,,,
655,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,14,m,25,,0,0,1,0,1,1,Simple,,,,
656,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,14,m,60,,0,0,1,0,1,1,Simple,,,,
657,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,15,f,80,,0,0,0,0,1,1,Simple,,,,
658,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,15,f,58,,0,0,0,0,1,1,Simple,,,,
661,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,18,b1,73,,0,0,1,0,0,0,Simple,,,,
662,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,18,f,51,,0,0,1,0,0,0,Simple,,,,
664,23,8,2001,Bcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,20,f,33,,0,0,1,0,0,0,Simple,,,,
665,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,1,m,44,,0,0,1,0,0,1,Simple,,,,
666,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,2,f,50,,0,0,1,0,1,1,Simple,,,,
667,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,3,,,,0,0,1,0,1,1,Simple,,,,
668,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,4,b1,63,,0,0,1,0,1,1,Simple,,,,
669,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,5,f,66,,0,0,1,0,0,1,Simple,,,,
670,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,6,m,36,,0,0,1,0,1,1,Simple,,,,
671,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,6,f,50,,0,0,1,0,1,1,Simple,,,,
673,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,8,f,26,,0,0,1,0,1,1,Simple,,,,
674,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,9,m,42,,0,0,1,0,1,1,Simple,,,,
675,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,9,f,74,,0,0,1,0,1,1,Simple,,,,
676,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,10,m,69,,0,0,1,0,1,1,Simple,,,,
677,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,10,f,69,,0,0,1,0,1,1,Simple,,,,
678,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,10,f,72,,0,0,1,0,1,1,Simple,,,,
679,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,10,m,32,,0,0,1,0,1,1,Simple,,,,
680,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,11,b1,75,,0,0,1,0,1,1,Simple,,,,
682,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,13,f,40,,0,0,0,0,1,1,Simple,,,,
684,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,15,b1,65,,0,0,0,0,1,1,Simple,,,,
685,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,15,b1,65,,0,0,0,0,1,1,Simple,,,,
689,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,19,,,,0,0,1,0,1,1,Simple,,,,
690,23,8,2001,Mcomeau,4749.614,6509.976,4749.598,6510.071,28,GA2,15,20,f,59,,0,0,1,0,1,1,Simple,,,,
691,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,1,,,,0,0,1,0,0,0,Simple,,,,
692,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,2,,,,0,0,1,0,0,1,Simple,,,,
693,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,3,,,,0,0,1,0,0,1,Simple,,,,
694,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,4,m,66,,0,0,1,0,0,0,Simple,,,,
695,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,5,f,57,,0,0,1,0,0,0,Simple,,,,
698,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,8,f,81,,0,0,1,0,0,1,Simple,,,,
699,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,9,i,52,±50,0,0,1,0,0,1,Simple,,,,
700,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,10,,,,0,0,1,0,0,0,Simple,,,,
703,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,13,m,30,,0,0,1,0,0,1,Simple,,,,
707,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,17,m,26,,0,0,1,0,0,0,Simple,,,,
709,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,19,m,52,,0,0,1,0,0,0,Simple,,,,
710,23,8,2001,Rvienneau,4749.611,6510.144,4749.585,6510.222,30,GA2,16,20,,,,0,0,1,0,0,1,Simple,,,,
711,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,1,f,58,,0,0,1,0,0,1,Simple,,,,
712,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,2,f,90,,0,0,1,0,0,1,Simple,,,,
713,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,2,m,45,,0,0,1,0,0,1,Simple,,,,
714,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,3,,,,0,0,1,0,0,1,Simple,,,,
719,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,8,f,52,,0,0,1,0,0,1,Simple,,,,
720,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,8,f,62,,0,0,1,0,0,1,Simple,,,,
721,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,9,f,43,,0,0,1,0,0,1,Simple,,,,
722,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,9,f,57,,0,0,1,0,0,1,Simple,,,,
723,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,10,m,48,,0,0,1,0,0,1,Simple,,,,
724,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,10,m,56,,0,0,1,0,0,1,Simple,,,,
725,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,10,f,28,,0,0,1,0,0,1,Simple,,,,
727,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,12,,,,0,0,1,0,0,1,Simple,,,,
728,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,13,,,,0,0,1,0,0,0,Simple,,,,
729,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,14,f,78,,0,0,1,0,0,1,Simple,,,,
731,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,16,,,,0,0,1,0,0,1,Simple,,,,
732,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,17,f,34,,0,0,1,0,0,1,Simple,,,,
733,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,18,,,,0,0,1,0,0,1,Simple,,,,
734,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,19,,,,0,0,1,0,0,1,Simple,,,,
735,23,8,2001,Glandry,4749.611,6510.144,4749.585,6510.222,30,GA2,16,20,b1,76,,0,0,0,0,0,1,Simple,,,,
736,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,1,,,,0,0,0,0,1,1,Simple,,,,
737,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,2,f,27,,0,0,0,0,1,1,Simple,,,,
738,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,2,f,52,,0,0,0,0,1,1,Simple,,,,
739,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,2,I,71,canner,0,0,0,0,1,1,Simple,,,,
740,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,3,,,,0,0,0,0,1,1,Simple,,,,
741,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,4,,,,0,0,1,0,1,1,Simple,,,,
742,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,5,f,46,,0,0,1,0,1,1,Simple,,,,
743,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,5,f,65,,0,0,1,0,1,1,Simple,,,,
745,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,7,,,,0,0,1,0,1,1,Simple,,,,
747,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,9,m,56,,0,0,1,0,1,1,Simple,,,,
748,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,9,f,63,,0,0,1,0,1,1,Simple,,,,
749,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,10,m,25,,0,0,1,0,1,1,Simple,,,,
750,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,11,f,33,,0,0,1,0,1,1,Simple,,,,
751,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,11,m,44,,0,0,1,0,1,1,Simple,,,,
752,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,12,f,39,,0,0,1,0,1,1,Simple,,,,
753,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,13,m,55,,0,0,1,0,1,1,Simple,,,,
755,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,15,m,33,,0,0,1,0,1,1,Simple,,,,
757,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,17,m,52,,0,0,1,0,1,1,Simple,,,,
758,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,17,m,65,,0,0,1,0,1,1,Simple,,,,
759,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,17,m,35,,0,0,1,0,1,1,Simple,,,,
762,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,20,f,32,,0,0,1,0,1,1,Simple,,,,
763,23,8,2001,Mcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,20,i,85,market,0,0,0,0,1,1,Simple,,,,
764,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,1,f,56,,0,0,0,0,1,1,Simple,,,,
765,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,1,m,66,,0,0,0,0,1,1,Simple,,,,
766,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,2,,,,0,0,1,0,1,1,Simple,,,,
767,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,3,m,61,,0,0,1,0,1,1,Simple,,,,
768,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,3,f,45,,0,0,0,0,1,1,Simple,,,,
769,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,4,b1,65,,0,0,0,0,1,1,Simple,,,,
770,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,4,f,65,,0,0,1,0,1,1,Simple,,,,
772,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,6,f,52,,0,0,1,0,0,0,Simple,,,,
773,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,7,i,42,±40,0,0,0,0,1,1,Simple,,,,
774,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,7,i,21,±20,0,0,0,0,1,1,Simple,,,,
775,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,7,m,72,,0,0,0,0,1,1,Simple,,,,
776,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,7,f,47,,0,0,0,0,1,1,Simple,,,,
777,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,7,i,20,±20,0,0,0,0,1,1,Simple,,,,
778,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,8,f,82,,0,0,0,0,1,0,Simple,,,,
779,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,8,m,48,,0,0,0,0,1,0,Simple,,,,
780,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,9,m,34,,0,0,0,0,1,0,Simple,,,,
781,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,10,,,,0,0,0,0,1,1,Simple,,,,
782,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,11,f,34,,0,0,0,0,1,1,Simple,,,,
783,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,11,m,63,,0,0,0,0,1,1,Simple,,,,
784,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,11,f,45,,0,0,0,0,1,1,Simple,,,,
785,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,11,i,23,±20,0,0,0,0,1,1,Simple,,,,
786,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,12,f,25,,0,0,1,0,0,1,Simple,,,,
787,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,13,m,72,,0,0,1,0,0,1,Simple,,,,
788,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,13,m,43,,0,0,1,0,0,1,Simple,,,,
789,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,13,m,24,,0,0,1,0,0,1,Simple,,,,
