Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Transect,Trans,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond,,
1058,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,2,f,29,,0,0,1,0,0,1,Simple,,,,
1059,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,3,,,,0,0,1,0,0,1,Simple,,,,
1060,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,4,m,45,,0,0,1,0,0,1,Simple,,,,
1061,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,5,f,41,,0,0,1,0,0,1,Simple,,,,
1062,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,6,,,,0,0,1,0,0,1,Simple,,,,
1063,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,7,,,,0,0,1,0,0,1,Simple,,,,
1064,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,8,,,,0,0,1,0,1,1,Simple,,,,
1065,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,9,,,,0,0,1,0,1,1,Simple,,,,
1066,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,10,,,,0,0,1,0,1,1,Simple,,,,
1067,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,11,,,,0,0,1,0,0,1,Simple,,,,
1068,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,12,,,,0,0,1,0,0,1,Simple,,,,
1069,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,13,I,70,canner,0,0,1,0,0,1,Simple,,,,
1070,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,13,I,26,±25,0,0,1,0,0,1,Simple,,,,
1071,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,14,m,58,,0,0,1,0,0,1,Complexe,,,,
1072,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,14,I,25,±25,0,0,1,0,0,1,Complexe,,,,
1073,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,14,I,77,canner,0,0,1,0,0,1,Complexe,,,,
1074,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,15,i,88,market,0,0,1,0,0,1,Complexe,,,,
1075,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,16,m,58,,0,0,1,0,0,1,Complexe,,,,
1076,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,17,I,72,canner,0,0,1,0,0,1,Complexe,,,,
1077,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,18,,,,0,0,1,0,0,1,Simple,,,,
1078,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,19,f,27,,0,0,1,0,0,1,Complexe,,,,
1079,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,20,m,47,,0,0,1,0,0,1,Simple,,,,
1080,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,1,m,43,,0,0,1,0,0,1,Simple,,,,
1086,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,7,f,58,,0,0,1,0,0,0,Simple,,,,
1089,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,10,m,68,,0,0,1,0,0,0,Simple,,,,
1093,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,14,f,55,,0,0,1,0,0,1,Simple,,,,
1095,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,16,m,78,,0,0,1,0,0,1,Simple,,,,
1096,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,16,f,79,,0,0,1,0,0,1,Simple,,,,
1097,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,16,i,62,±60,0,0,1,0,0,1,Simple,,,,
1098,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,17,i,23,±20,0,0,1,0,0,1,Simple,,,,
1099,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,18,f,56,,0,0,1,0,0,1,Simple,,,,
1100,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,19,m,61,,0,0,1,0,0,1,Simple,,,,
1101,28,8,2001,Rvienneau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,20,f,49,,0,0,1,0,0,0,Simple,,,,
1107,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,6,m,37,,0,0,1,0,0,0,Simple,,,,
1110,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,9,f,43,,0,0,1,0,0,1,Simple,,,,
1111,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,10,,,,0,0,1,0,0,1,Simple,,,,
1112,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,11,,,,0,0,1,0,0,1,Simple,,,,
1113,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,12,f,58,,0,0,0,0,1,1,Simple,,,,
1114,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,13,f,100,,0,0,1,0,1,1,Simple,,,,
1115,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,14,m,70,,0,0,0,0,1,1,Simple,,,,
1116,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,14,m,30,,0,0,0,0,1,1,Simple,,,,
1117,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,15,m,34,,0,0,0,0,1,1,Simple,,,,
1118,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,15,f,56,,0,0,0,0,1,1,Simple,,,,
1119,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,15,f,30,,0,0,0,0,1,1,Simple,,,,
1120,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,16,m,41,,0,0,0,0,1,1,Simple,,,,
1121,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,17,,,,0,0,0,0,0,1,Simple,,,,
1122,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,18,f,41,,0,0,0,0,1,1,Simple,,,,
1123,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,19,,,,0,0,0,0,1,1,Simple,,,,
1124,28,8,2001,Bcomeau,4749.841,6508.460,4749.829,6508.375,26,GA2,24,20,m,47,,0,0,0,0,1,1,Simple,,,,
1125,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,1,f,32,,0,0,1,0,1,1,Simple,,,,
1126,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,2,,,,0,0,1,0,1,1,Simple,,,,
1127,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,3,f,60,,0,0,0,0,1,1,Simple,,,,
1128,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,3,m,55,,0,0,0,0,1,1,Simple,,,,
1129,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,4,,,,0,0,0,0,1,1,Simple,,,,
1130,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,5,m,52,,0,0,1,0,1,0,Simple,,,,
1131,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,5,m,56,,0,0,1,0,1,0,Simple,,,,
1132,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,5,I,70,canner,0,0,1,0,0,0,Simple,,,,
1138,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,11,m,52,,0,0,1,0,0,1,Simple,,,,
1140,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,13,m,65,,0,0,1,0,0,1,Simple,,,,
1143,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,16,f,42,,0,0,1,0,1,1,Simple,,,,
1144,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,16,f,44,,0,0,1,0,1,1,Simple,,,,
1145,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,17,f,53,,0,0,0,0,1,1,Simple,,,,
1146,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,17,m,16,,0,0,0,0,1,1,Simple,,,,
1147,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,17,m,33,,0,0,0,0,1,1,Simple,,,,
1148,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,17,m,45,,0,0,0,0,1,1,Simple,,,,
1149,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,18,b1,75,,0,0,0,0,1,1,Simple,,,,
1150,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,18,b1,72,,0,0,0,0,1,1,Simple,,,,
1151,28,8,2001,Mcomeau,4749.847,6508.458,4749.841,6508.367,29,GA2,25,19,b1,75,,0,0,0,0,1,1,Simple,,,,
1153,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,1,,,,0,0,1,0,0,1,Simple,,,,
1154,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,2,,,,0,0,1,0,0,1,Simple,,,,
1155,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,3,m,42,,0,0,1,0,0,1,Simple,,,,
1156,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,3,m,70,,0,0,1,0,0,1,Simple,,,,
1157,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,4,,,,0,0,1,0,0,1,Simple,,,,
1158,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,5,,,,0,0,1,0,0,1,Simple,,,,
1159,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,6,m,31,,0,0,1,0,0,1,Simple,,,,
1164,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,11,f,54,,0,0,1,0,0,1,Simple,exuvia 28f,,,
1165,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,12,,,,0,0,1,0,0,1,Simple,,,,
1166,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,13,,,,0,0,1,0,0,1,Simple,,,,
1167,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,14,,,,0,0,1,0,0,1,Simple,,,,
1168,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,15,m,40,,0,0,1,0,0,1,Simple,,,,
1169,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,16,b1,73,,0,0,1,0,0,1,Simple,,,,
1170,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,16,m,65,,0,0,1,0,0,1,Simple,,,,
1171,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,17,f,44,,0,0,1,0,0,1,Simple,,,,
1172,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,17,m,45,,0,0,1,0,0,1,Simple,,,,
1173,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,18,,,,0,0,1,0,0,1,Simple,,,,
1174,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,19,b1,72,,0,0,1,0,0,1,Simple,,,,
1175,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,19,m,30,,0,0,1,0,0,1,Simple,,,,
1176,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,20,m,73,,0,0,1,0,0,1,Simple,,,,
1177,28,8,2001,Glandry,4749.847,6508.458,4749.841,6508.367,29,GA2,25,20,m,47,,0,0,1,0,0,1,Simple,,,,
1178,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,1,,,,0,0,0,0,1,1,Simple,,,,
1179,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,2,m,73,,0,0,0,0,1,1,Simple,,,,
1180,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,2,f,27,,0,0,0,0,1,1,Simple,,,,
1181,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,3,f,39,,0,0,0,0,1,1,Simple,,,,
1182,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,4,m,34,,0,0,0,0,1,1,Simple,,,,
1183,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,5,,,,0,0,0,0,1,1,Simple,,,,
1185,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,7,f,55,,0,0,0,0,1,1,Simple,,,,
1187,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,9,f,53,,0,0,0,0,1,1,Simple,,,,
1190,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,12,b1,88,,0,0,0,0,1,1,Simple,,,,
1191,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,13,,,,0,0,0,0,1,1,Simple,,,,
1195,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,17,f,57,,0,0,0,0,1,1,Simple,,,,
1196,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,17,m,42,,0,0,0,0,1,1,Simple,,,,
1197,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,18,f,60,,0,0,0,0,1,1,Simple,,,,
1198,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,19,m,69,,0,0,0,0,1,1,Simple,,,,
1199,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,20,b1,89,,0,0,1,0,1,1,Simple,,,,
1200,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,20,b1,101,,0,0,1,0,1,1,Simple,,,,
1201,28,8,2001,Rvienneau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,20,f,56,,0,0,0,0,1,1,Simple,,,,
1202,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,1,f,31,,0,0,0,0,1,1,Simple,,,,
1203,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,1,m,53,,0,0,0,0,1,1,Simple,,,,
1204,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,1,m,28,,0,0,0,0,1,1,Simple,,,,
1207,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,4,f,55,,0,0,0,0,1,1,Simple,,,,
1208,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,5,f,71,,0,0,0,0,1,1,Simple,,,,
1209,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,5,m,65,,0,0,0,0,1,1,Simple,,,,
1211,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,7,m,74,,0,0,0,0,1,1,Simple,,,,
1212,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,8,f,75,,0,0,0,0,1,1,Simple,,,,
1213,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,8,m,74,,0,0,0,0,1,1,Simple,,,,
1214,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,9,f,71,,0,0,0,0,1,1,Simple,,,,
1215,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,9,f,54,,0,0,0,0,1,1,Simple,,,,
1216,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,9,f,25,,0,0,0,0,1,1,Simple,,,,
1217,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,10,,,,0,0,0,0,1,1,Simple,,,,
1222,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,15,,,,0,0,0,0,1,1,Simple,,,,
1223,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,16,f,47,,0,0,0,0,1,1,Simple,,,,
1224,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,17,f,41,,0,0,0,0,1,1,Simple,,,,
1225,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,18,b1,82,,0,0,0,0,1,1,Simple,,,,
1226,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,19,,,,0,0,0,0,1,1,Simple,,,,
1227,28,8,2001,Bcomeau,4749.862,6508.540,4749.879,6508.457,32,GA2,26,20,m,70,,0,0,0,0,1,1,Simple,,,,
1228,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,1,m,24,,0,0,1,0,0,1,Simple,,,,
1229,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,2,f,61,,0,0,1,0,0,1,Simple,,,,
1230,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,3,f,35,,0,0,1,0,0,1,Simple,,,,
1231,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,4,f,37,,0,0,1,0,0,1,Simple,,,,
1232,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,5,,,,0,0,1,0,0,1,Simple,,,,
1233,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,6,,,,0,0,1,0,0,1,Simple,,,,
1234,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,7,,,,0,0,1,0,0,1,Simple,,,,
1235,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,8,,,,0,0,1,0,0,1,Simple,,,,
1236,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,9,m,38,,0,0,1,0,0,1,Simple,,,,
1237,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,9,b1,75,,0,0,1,0,0,1,Simple,,,,
1238,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,10,,,,0,0,1,0,0,1,Simple,,,,
1239,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,11,f,26,,0,0,1,0,0,1,Simple,,,,
1240,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,12,I,71,canner,0,0,1,0,0,1,Simple,,,,
1241,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,13,,,,0,0,1,0,0,1,Simple,,,,
1242,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,14,,,,0,0,1,0,0,1,Simple,,,,
1243,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,15,,,,0,0,1,0,0,1,Simple,,,,
1244,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,16,,,,0,0,1,0,0,1,Simple,,,,
1245,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,17,,,,0,0,1,0,0,1,Simple,,,,
1246,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,18,I,72,canner,0,0,1,0,0,1,Simple,,,,
1247,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,19,,,,0,0,1,0,0,1,Simple,,,,
1248,28,8,2001,Glandry,4749.796,6508.496,4749.808,6508.578,28,GA2,27,20,,,,0,0,1,0,0,1,Simple,,,,
1249,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,1,m,46,,0,0,0,0,1,1,Simple,,,,
1250,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,1,f,46,,0,0,0,0,1,1,Simple,,,,
1251,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,2,f,28,,0,0,0,0,1,1,Simple,,,,
1252,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,3,,,,0,0,0,0,1,1,Simple,,,,
1253,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,4,m,53,,0,0,0,0,1,1,Simple,,,,
1254,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,4,f,40,,0,0,0,0,1,1,Simple,,,,
1255,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,5,f,68,,0,0,0,0,1,1,Simple,,,,
1256,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,6,,,,0,0,0,0,1,1,Simple,,,,
1257,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,7,I,73,canner,0,0,0,0,0,1,Simple,,,,
1258,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,7,I,74,canner,0,0,0,0,0,1,Simple,,,,
1260,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,9,,,,0,0,0,0,1,1,Simple,,,,
1261,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,10,,,,0,0,0,0,1,1,Simple,,,,
1263,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,12,,,,0,0,0,0,1,1,Simple,,,,
1267,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,16,,,,0,0,0,0,1,1,Simple,,,,
1268,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,17,I,75,canner,0,0,0,0,1,1,Simple,,,,
1269,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,18,,,,0,0,0,0,1,1,Simple,,,,
1270,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,19,,,,0,0,0,0,1,1,Simple,,,,
1271,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,20,m,25,,0,0,0,0,1,1,Simple,,,,
1272,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,20,m,49,,0,0,0,0,1,1,Simple,,,,
1273,28,8,2001,Mcomeau,4749.796,6508.496,4749.808,6508.578,28,GA2,27,20,m,76,,0,0,0,0,1,1,Simple,,,,
1276,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,3,f,25,,0,0,1,0,1,1,Simple,,,,
1277,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,3,m,55,,0,0,1,0,1,1,Simple,,,,
1280,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,6,m,45,,0,0,1,0,1,1,Simple,,,,
1281,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,7,f,52,,0,0,0,0,1,1,Simple,,,,
1282,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,7,f,68,,0,0,0,0,1,1,Simple,,,,
1283,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,8,i,15,±15,0,0,0,0,1,1,Simple,,,,
1284,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,9,,,,0,0,1,0,1,1,Simple,,,,
1285,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,10,,,,0,0,1,0,1,1,Simple,,,,
1286,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,11,m,37,,0,0,1,0,1,1,Simple,,,,
1287,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,12,,,,0,0,1,0,1,1,Simple,,,,
1288,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,13,f,58,,0,0,1,0,1,1,Simple,,,,
1289,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,14,m,32,,0,0,1,0,1,1,Simple,,,,
1290,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,15,f,22,,0,0,1,0,1,1,Simple,,,,
1291,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,15,m,67,,0,0,1,0,1,1,Simple,,,,
1292,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,16,,,,0,0,1,0,1,1,Simple,,,,
1295,29,8,2001,Mcomeau,4750.319,6504.379,4750.304,6504.303,27,AB2,28,19,,,,0,0,1,0,1,1,Simple,,,,
1297,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,1,,,,0,0,1,0,0,1,Simple,,,,
1298,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,2,,,,0,0,1,0,0,1,Simple,,,,
1299,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,3,I,76,canner,0,0,1,0,0,1,Simple,,,,
1300,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,4,,,,0,0,1,0,0,1,Simple,,,,
1301,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,5,,,,0,0,1,0,0,1,Simple,,,,
1302,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,6,i,15,±14,0,0,1,0,0,1,Simple,,,,
1303,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,6,f,60,,0,0,1,0,0,1,Simple,,,,
1304,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,7,,,,0,0,1,0,0,1,Simple,,,,
1305,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,8,,,,0,0,1,0,0,1,Simple,,,,
1306,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,9,f,61,,0,0,1,0,0,1,Simple,,,,
1307,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,9,m,37,,0,0,1,0,0,1,Simple,,,,
1308,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,9,m,64,,0,0,1,0,0,1,Simple,,,,
1309,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,10,m,52,,0,0,1,0,0,1,Simple,,,,
1310,29,8,2001,Glandry,4750.319,6504.379,4750.304,6504.303,27,AB2,28,11,f,40,,0,0,1,0,0,1,Simple,,,,
