Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire
476,5,8,2005,Fsavoie,4552.626,6326.553,4552.64,6326.629,26,FH,R3-T10,18,,,,0,0,0,1,0,1,Simple,
478,5,8,2005,Fsavoie,4552.626,6326.553,4552.64,6326.629,26,FH,R3-T10,20,,,,0,0,0,0,1,1,Simple,
521,5,8,2005,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,1,,,,0,0,0,1,1,1,Simple,
522,5,8,2005,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,2,,,,0,0,0,1,1,1,Simple,
523,5,8,2005,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,3,,,,0,0,0,1,1,1,Simple,
524,5,8,2005,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,4,,,,0,0,0,0,1,1,Simple,
525,5,8,2005,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,5,,,,0,0,0,0,1,1,Simple,
526,5,8,2005,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,6,,,,0,0,0,1,1,1,Simple,
531,5,8,2005,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,11,,,,0,0,0,1,1,1,Simple,
545,5,8,2005,Rvienneau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,5,,,,0,0,1,0,0,1,Simple,
549,5,8,2005,Rvienneau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,9,,,,0,0,1,0,0,1,Simple,
550,5,8,2005,Rvienneau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,10,,,,0,0,1,0,0,1,Simple,
551,5,8,2005,Rvienneau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,11,,,,0,0,1,0,0,1,Simple,
561,8,8,2005,Gpaulin,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,1,,,,0,1,0,1,1,1,Simple,
564,8,8,2005,Gpaulin,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,4,,,,0,1,0,1,1,0,Simple,ls
566,8,8,2005,Gpaulin,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,6,,,,0,1,0,1,1,0,Simple,
567,8,8,2005,Gpaulin,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,7,,,,0,1,0,1,1,0,Simple,
568,8,8,2005,Gpaulin,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,8,,,,0,1,0,0,1,0,Simple,
569,8,8,2005,Gpaulin,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,9,,,,0,1,0,0,1,0,Simple,
570,8,8,2005,Gpaulin,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,10,,,,0,1,0,0,1,0,Simple,
583,8,8,2005,Mcomeau,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,3,,,,0,1,0,0,1,0,Simple,ls
588,8,8,2005,Mcomeau,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,8,,,,0,0,0,0,1,0,Simple,
590,8,8,2005,Mcomeau,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,10,m,85,,0,1,0,0,1,1,Simple,
591,8,8,2005,Mcomeau,4552.568,6325.447,4552.582,6325.522,36,FH,R4-T1,11,,,,0,1,0,0,1,1,Simple,
601,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,1,,,,0,1,0,0,0,1,Simple,
602,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,2,,,,0,1,0,0,0,1,Simple,
603,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,3,,,,0,1,0,0,0,1,Simple,ls
604,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,4,m,14,,0,1,0,0,0,1,Simple,
605,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,5,,,,0,1,0,0,1,1,Simple,
606,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,6,,,,0,1,0,0,0,1,Simple,
607,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,7,m,90,,0,1,0,0,0,1,Simple,ls
608,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,8,,,,0,1,0,0,1,1,Simple,
609,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,9,,,,0,1,0,0,1,1,Simple,
610,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,10,,,,0,1,1,0,1,1,Simple,
611,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,11,,,,0,1,0,0,1,1,Simple,
612,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,12,,,,0,1,0,0,1,1,Simple,
613,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,13,,,,0,1,0,0,1,1,Simple,
614,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,14,,,,0,1,0,0,1,1,Simple,
615,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,15,,,,0,1,0,0,1,1,Simple,
616,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,16,,,,0,1,0,0,1,1,Simple,
617,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,17,,,,0,1,1,0,1,1,Simple,
618,8,8,2005,Fsavoie,4552.518,6325.272,4552.531,6325.348,35,FH,R4-T2,18,,,,0,1,0,0,1,1,Simple,
621,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,1,,,,0,0,0,1,1,1,Simple,
622,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,2,,,,0,0,0,1,1,1,Simple,
623,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,3,,,,0,1,0,1,1,1,Simple,ls
624,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,4,,,,0,1,0,0,0,1,Simple,
625,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,5,,,,0,1,0,0,0,1,Simple,
626,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,6,,,,0,1,0,0,0,1,Simple,
627,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,7,,,,0,1,0,0,0,1,Simple,
628,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,8,,,,0,1,0,0,0,1,Simple,
629,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,9,,,,0,1,0,0,0,1,Simple,
630,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,10,,,,0,1,0,0,0,1,Simple,
631,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,11,,,,0,1,0,0,0,1,Simple,
632,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,12,,,,0,1,0,0,0,1,Simple,
633,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,13,,,,0,1,0,0,0,1,Simple,
634,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,14,,,,0,1,0,0,0,1,Simple,
636,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,16,,,,0,1,0,0,0,1,Simple,
638,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,18,i,95,market,0,1,0,0,0,0,Simple,
639,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,19,,,,0,1,0,0,0,1,Simple,
640,8,8,2005,Fplante,4552.518,6325.272,4552.531,6325.348,34,FH,R4-T2,20,,,,0,1,0,0,0,1,Simple,
641,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,1,,,,0,1,0,0,0,1,Simple,
642,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,2,,,,0,1,0,0,0,1,Simple,ls
643,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,3,,,,0,1,0,0,0,1,Simple,
646,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,6,,,,0,1,0,0,0,1,Simple,
647,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,7,,,,0,1,0,0,0,1,Simple,
648,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,8,,,,0,1,0,0,0,1,Simple,
649,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,9,f,110,,0,1,0,0,0,1,Simple,
650,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,10,,,,0,1,0,0,0,1,Simple,
651,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,11,,,,0,1,0,0,0,1,Simple,
654,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,14,,,,0,1,0,0,1,1,Simple,
655,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,15,,,,0,1,0,0,0,1,Simple,
656,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,16,,,,0,1,0,0,0,1,Simple,ls
657,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,17,,,,0,1,0,0,0,1,Simple,
658,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,18,,,,0,1,0,0,0,1,Simple,
659,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,19,,,,0,1,0,0,0,1,Simple,
660,8,8,2005,Fplante,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,20,,,,0,1,0,0,0,1,Simple,
661,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,1,,,,0,1,0,0,1,1,Simple,
662,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,2,i,125,market,0,1,0,0,1,1,Simple,gros bif
663,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,3,,,,0,1,0,0,1,1,Simple,
664,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,4,,,,0,1,0,0,1,1,Simple,
666,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,6,,,,0,1,0,0,1,1,Simple,
667,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,7,,,,0,1,0,0,1,1,Simple,
668,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,8,,,,0,1,0,0,1,1,Simple,ls
669,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,9,,,,0,1,0,0,1,1,Simple,
670,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,10,,,,0,1,0,0,1,1,Simple,
671,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,11,,,,0,1,0,0,1,1,Simple,
672,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,12,,,,0,1,0,0,1,1,Simple,
673,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,13,,,,0,1,0,0,1,0,Simple,
674,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,14,,,,0,1,0,0,1,1,Simple,
675,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,15,,,,0,1,0,0,1,1,Simple,
676,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,16,,,,0,1,0,0,1,1,Simple,
677,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,17,,,,0,1,0,0,1,1,Simple,
678,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,18,,,,0,1,0,0,1,1,Simple,
679,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,19,,,,0,1,0,0,1,0,Simple,
680,8,8,2005,Fsavoie,4552.517,6325.447,4552.53,6325.523,35,FH,R4-T3,20,,,,0,1,0,0,1,1,Simple,
681,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,1,,,,0,0,0,1,1,1,Simple,
682,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,2,,,,0,1,0,1,1,1,Simple,
683,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,3,,,,0,1,0,1,1,1,Simple,
684,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,4,i,70,canner,0,1,0,1,1,1,Simple,
685,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,5,m,78,,0,1,0,1,1,1,Simple,ls
686,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,6,,,,0,0,1,0,1,1,Simple,
687,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,7,,,,0,1,1,1,1,1,Simple,
689,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,9,,,,0,1,0,1,1,1,Simple,2 ls
690,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,10,f,90,,0,1,0,1,1,1,Simple,
691,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,11,m,73,,0,1,0,1,1,1,Simple,
692,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,12,,,,0,1,0,1,1,1,Simple,
693,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,13,i,99,market,0,1,0,1,1,1,Simple,
694,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,13,i,71,canner,0,1,0,1,1,1,Simple,
695,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,13,i,72,canner,0,1,0,1,1,1,Simple,
696,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,14,,,,0,1,0,1,1,1,Simple,
697,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,15,b,93,,0,1,0,1,1,1,Simple,b3 old ls
698,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,16,,,,0,1,1,1,1,1,Simple,
701,8,8,2005,Mcomeau,4552.492,6325.316,4552.505,6325.39,35,FH,R4-T4,19,,,,0,1,1,1,1,1,Simple,
703,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,1,,,,0,0,1,0,0,1,Simple,ls
704,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,2,,,,0,0,1,0,0,1,Simple,
705,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,3,,,,0,0,1,0,0,1,Simple,ls
706,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,4,,,,0,0,1,0,1,1,Simple,ls
707,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,5,,,,0,0,1,0,1,1,Simple,
708,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,6,,,,0,0,1,0,0,1,Simple,
709,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,7,,,,0,0,1,0,0,1,Simple,ls
710,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,8,,,,0,0,1,0,0,1,Simple,
711,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,9,f,65,,0,0,1,0,0,1,Simple,
712,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,9,f,89,,0,0,1,0,0,1,Simple,
713,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,10,,,,0,0,1,0,0,1,Simple,
714,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,11,,,,0,0,1,0,0,1,Simple,
716,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,13,,,,0,0,1,0,0,1,Simple,ls
718,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,15,,,,0,0,1,0,1,1,Simple,
719,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,16,,,,0,0,1,0,0,1,Simple,
720,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,17,,,,0,0,1,0,0,1,Simple,
721,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,18,,,,0,0,1,0,0,1,Simple,
722,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,19,,,,0,0,1,0,0,1,Simple,
723,8,8,2005,Gpaulin,4552.492,6325.316,4552.505,6325.39,39,FH,R4-T4,20,,,,0,0,1,0,0,1,Simple,
724,8,8,2005,Bcomeau,4552.478,6325.449,4552.492,6325.524,35,FH,R4-T5,1,,,,0,0,0,1,1,1,Simple,
725,8,8,2005,Bcomeau,4552.478,6325.449,4552.492,6325.524,35,FH,R4-T5,2,,,,0,0,0,1,1,1,Simple,
726,8,8,2005,Bcomeau,4552.478,6325.449,4552.492,6325.524,35,FH,R4-T5,3,,,,0,0,0,1,1,1,Simple,
727,8,8,2005,Bcomeau,4552.478,6325.449,4552.492,6325.524,35,FH,R4-T5,4,,,,0,0,0,1,1,1,Simple,
728,8,8,2005,Bcomeau,4552.478,6325.449,4552.492,6325.524,35,FH,R4-T5,5,,,,0,0,0,1,1,1,Simple,
730,8,8,2005,Bcomeau,4552.478,6325.449,4552.492,6325.524,35,FH,R4-T5,7,,,,0,0,0,1,1,0,Simple,
732,8,8,2005,Bcomeau,4552.478,6325.449,4552.492,6325.524,35,FH,R4-T5,9,,,,0,0,0,0,1,1,Simple,
733,8,8,2005,Bcomeau,4552.478,6325.449,4552.492,6325.524,35,FH,R4-T5,10,,,,0,0,0,0,1,1,Simple,ls
737,8,8,2005,Bcomeau,4552.478,6325.449,4552.492,6325.524,35,FH,R4-T5,14,,,,0,0,0,1,1,1,Simple,
744,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,1,,,,0,0,0,1,1,1,Simple,
745,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,2,,,,0,0,0,1,1,1,Simple,ls
746,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,3,i,120,,0,0,0,0,1,1,Simple,
753,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,4,m,72,,0,0,0,1,0,1,Simple,
754,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,5,,,,0,0,0,1,0,1,Simple,
755,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,12,,,,0,0,0,0,1,1,Simple,
756,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,13,,,,0,1,0,0,1,1,Simple,
757,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,14,,,,0,1,0,0,0,1,Simple,
758,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,15,,,,0,1,0,0,0,1,Simple,
759,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,16,,,,0,1,0,0,0,1,Simple,
760,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,17,,,,0,1,0,0,0,1,Simple,
761,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,18,,,,0,1,0,0,0,1,Simple,
762,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,19,,,,0,1,0,0,0,1,Simple,
763,8,8,2005,Fplante,4552.478,6325.449,4552.492,6325.524,33,FH,R4-T5,20,,,,0,1,0,0,1,1,Simple,
764,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,1,,,,0,1,1,0,1,1,Simple,
765,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,2,,,,1,1,0,0,1,1,Simple,
766,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,3,,,,0,0,1,0,1,0,Simple,
767,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,4,,,,0,0,1,0,1,1,Simple,
773,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,10,,,,0,1,0,0,1,1,Simple,
774,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,11,m,37,,0,1,0,0,1,1,Simple,
777,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,40,FH,R4-T6,11,f,82,,0,1,1,0,0,1,Simple,ls ledge
778,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,40,FH,R4-T6,12,,,,0,0,1,1,0,1,Simple,tapis algues
779,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,15,,,,0,0,1,1,0,1,Simple,
782,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,16,,,,0,0,1,1,0,1,Simple,
783,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,17,m,40,,0,0,1,0,0,1,Simple,ls
784,8,8,2005,Gpaulin,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,20,,,,0,0,1,0,0,1,Simple,
785,8,8,2005,Mcomeau,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,1,,,,0,1,0,1,1,1,Simple,
786,8,8,2005,Mcomeau,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,2,,,,0,1,0,1,1,1,Simple,
787,8,8,2005,Mcomeau,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,3,m,71,,0,1,0,0,1,1,Simple,
788,8,8,2005,Mcomeau,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,4,m,75,,0,1,0,0,1,1,Simple,ls
794,8,8,2005,Mcomeau,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,10,,,,0,1,0,1,1,1,Simple,
795,8,8,2005,Mcomeau,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,11,m,78,,0,1,0,1,1,1,Simple,
796,8,8,2005,Mcomeau,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,12,,,,0,1,0,1,1,1,Simple,ls
799,8,8,2005,Mcomeau,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,15,,,,0,1,0,1,1,1,Simple,
804,8,8,2005,Mcomeau,4552.457,6325.33,4552.471,6325.405,35,FH,R4-T6,20,,,,0,0,0,1,0,1,Simple,
805,8,8,2005,Fsavoie,4552.397,6325.436,4552.411,6325.51,31,FH,R4-T7,1,,,,0,1,0,0,1,1,Simple,ls
806,8,8,2005,Fsavoie,4552.397,6325.436,4552.411,6325.51,31,FH,R4-T7,2,,,,0,1,0,1,1,1,Simple,
807,8,8,2005,Fsavoie,4552.397,6325.436,4552.411,6325.51,31,FH,R4-T7,3,,,,0,1,0,1,1,1,Simple,
808,8,8,2005,Fsavoie,4552.397,6325.436,4552.411,6325.51,31,FH,R4-T7,4,,,,0,1,0,0,1,1,Simple,
810,8,8,2005,Fsavoie,4552.397,6325.436,4552.411,6325.51,31,FH,R4-T7,6,,,,0,1,0,0,1,1,Simple,
811,8,8,2005,Fsavoie,4552.397,6325.436,4552.411,6325.51,31,FH,R4-T7,7,,,,0,1,0,1,1,1,Simple,
812,8,8,2005,Fsavoie,4552.397,6325.436,4552.411,6325.51,31,FH,R4-T7,8,,,,0,1,0,0,1,1,Simple,
814,8,8,2005,Fsavoie,4552.397,6325.436,4552.411,6325.51,31,FH,R4-T7,10,,,,0,1,0,0,1,1,Simple,
816,8,8,2005,Fsavoie,4552.397,6325.436,4552.411,6325.51,31,FH,R4-T7,12,,,,0,1,0,1,1,0,Simple,
