Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Co,Gr,Ca,type,commentaire,fond,
126,31,7,2018,Dgiard,,,,,29,FH,L4-T4,6,,,,,,,,,,,,,,
127,31,7,2018,Dgiard,,,,,29,FH,L4-T4,7,,,,,,,,,,,,,,
128,31,7,2018,Dgiard,,,,,29,FH,L4-T4,8,,,,,,,,,,,,,,
129,31,7,2018,Dgiard,,,,,29,FH,L4-T4,9,m,72,,,,,,,,,,,,
130,31,7,2018,Dgiard,,,,,29,FH,L4-T4,10,,,,,,,,,,,,,,
131,31,7,2018,Dgiard,,,,,29,FH,L4-T4,11,b1,79,,,,,,,,,,,,
132,31,7,2018,Dgiard,,,,,29,FH,L4-T4,12,,,,,,,,,,,,,,
133,31,7,2018,Dgiard,,,,,29,FH,L4-T4,13,,,,,,,,,,,,,,
134,31,7,2018,Dgiard,,,,,29,FH,L4-T4,14,,,,,,,,,,,,,,
135,31,7,2018,Dgiard,,,,,29,FH,L4-T4,15,m,52,,,,,,,,,,,,
136,31,7,2018,Dgiard,,,,,29,FH,L4-T4,16,,,,,,,,,,,,,,
137,31,7,2018,Dgiard,,,,,29,FH,L4-T4,17,,,,,,,,,,,,,,
138,31,7,2018,Dgiard,,,,,29,FH,L4-T4,18,,,,,,,,,,,,,,
139,31,7,2018,Dgiard,,,,,29,FH,L4-T4,19,,,,,,,,,,,,,,
140,31,7,2018,Dgiard,,,,,29,FH,L4-T4,20,,,,,,,,,,,,,,
141,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,1,f,80,,,,,,,,,,,,
142,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,2,m,87,,,,,,,,,,,,
143,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,3,m,52,,,,,,,,,,,,
144,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,4,,,,,,,,,,,,,,
145,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,5,,,,,,,,,,,,,,
146,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,6,m,48,,,,,,,,,,,,
147,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,7,,,,,,,,,,,,,,
148,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,8,,,,,,,,,,,,,,
149,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,9,,,,,,,,,,,,,,
150,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,10,,,,,,,,,,,,,,
151,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,11,f,76,,,,,,,,,,,,
152,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,12,,,,,,,,,,,,,,
153,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,13,,,,,,,,,,,,,,
154,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,14,m,45,,,,,,,,,,,,
155,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,15,,,,,,,,,,,,,,
156,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,16,,,,,,,,,,,,,,
157,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,17,,,,,,,,,,,,,,
158,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,18,,,,,,,,,,,,,,
159,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,19,f,80,,,,,,,,,,,,
160,31,7,2018,Bcomeau,,,,,29,FH,L4-T4,20,,,,,,,,,,,,,,
